course_id,course_title,category,prerequisite_ids,est_hours,course_organization,course_difficulty,course_rating
1614,Swift Mobile Dev Specialization,Mobile Dev,"[1257,1342]",21,deeplearning.ai,Intermediate,4.6
1615,OSI Model Networking Zero to Hero,Networking,"[1567,1137]",47,MIT OpenCourse,Advanced,4.1
1616,Core Programming Crash Course,Programming,[],6,Udemy,Beginner,4.1
1617,Big Data Data Science Fundamentals,Data Science,[],10,Cisco,Beginner,3.7
1618,Reinforcement AI Professional,AI,"[1386,1176]",28,Meta,Intermediate,4.2
1619,Vue.js Web Dev with Projects,Web Dev,"[1511,1016]",25,Atlassian,Intermediate,4.7
1620,GCP Cloud for Beginners,Cloud,"[1093,1556,1104]",30,Red Hat,Advanced,4.5
1621,Infrastructure DevOps Specialization,DevOps,[],5,Linux Foundation,Beginner,4.4
1622,Optimization Mathematics Certification Prep,Mathematics,[],7,Google Cloud,Beginner,4.6
1623,Computer Networks Computer Sci Fundamentals,Computer Sci,[1337],25,Microsoft,Intermediate,4
1624,Penetration Cybersecurity for Beginners,Cybersecurity,[1311],26,Khan Academy,Intermediate,5
1625,Leadership Business Masterclass,Business,"[1283,1397,1262]",32,Microsoft,Advanced,4.1
1626,Business English Communication Fundamentals,Communication,[],5,Meta,Beginner,4.5
1627,Prototyping Design Masterclass,Design,[],5,Udemy,Beginner,4.9
1628,MongoDB Database with Projects,Database,"[1186,1537]",21,Infosys Springboard,Intermediate,4.3
1629,Flutter Mobile Dev Specialization,Mobile Dev,"[1547,1051]",22,Docker Inc,Intermediate,3.7
1630,SDN Networking in Practice,Networking,"[1599,1244]",36,Udemy,Advanced,4.5
1631,Core Programming Zero to Hero,Programming,[],11,Atlassian,Beginner,4.7
1632,Practical Data Science for Beginners,Data Science,[],14,Docker Inc,Beginner,4.1
1633,Generative AI AI Fundamentals,AI,[1607],25,Oracle,Intermediate,3.9
1634,Vue.js Web Dev Advanced,Web Dev,"[1436,1251]",30,Yale,Intermediate,4.4
1635,Serverless Cloud Professional,Cloud,"[1374,1046,1622]",43,IBM,Advanced,4.5
1636,Site Reliability DevOps Zero to Hero,DevOps,[],14,IBM,Beginner,3.8
1637,Statistics Mathematics Professional,Mathematics,[],11,freeCodeCamp,Beginner,4.9
1638,Computer Networks Computer Sci Professional,Computer Sci,[1617],19,Microsoft,Intermediate,4.8
1639,Cryptography Cybersecurity Bootcamp,Cybersecurity,[1247],26,Red Hat,Intermediate,4.6
1640,Leadership Business Masterclass,Business,"[1238,1627]",32,Red Hat,Advanced,4.2
1641,Storytelling Communication Professional,Communication,[],6,deeplearning.ai,Beginner,4.5
1642,Graphic Design Design Masterclass,Design,[],13,CNCF,Beginner,4.9
1643,NoSQL Database Professional,Database,"[1407,1446]",19,Google Cloud,Intermediate,3.9
1644,iOS Mobile Dev with Projects,Mobile Dev,[1052],17,Atlassian,Intermediate,4.5
1645,Network Admin Networking in Practice,Networking,"[1333,1019,1283]",50,Meta,Advanced,3.8
1646,C++ and Programming Specialization,Programming,[],12,Khan Academy,Beginner,4.4
1647,Exploratory Data Science Deep Dive,Data Science,[],12,Google Cloud,Beginner,3.7
1648,AI for AI Advanced,AI,[1296],27,NPTEL,Intermediate,3.8
1649,Full-Stack Web Dev Complete Guide,Web Dev,[1497],25,Stanford,Intermediate,3.8
1650,Cloud Cloud Bootcamp,Cloud,"[1079,1557]",27,Harvard,Advanced,3.5
1651,Docker DevOps Bootcamp,DevOps,[],14,Amazon AWS,Beginner,4.6
1652,Number Theory Mathematics with Projects,Mathematics,[],12,Udemy,Beginner,3.8
1653,System Design Computer Sci in Practice,Computer Sci,[1497],30,Red Hat,Intermediate,4.4
1654,Penetration Cybersecurity Professional,Cybersecurity,[1467],20,IBM,Intermediate,5
1655,Lean Business Deep Dive,Business,"[1211,1132,1573]",42,Red Hat,Advanced,3.7
1656,Academic Writing Communication Bootcamp,Communication,[],5,Meta,Beginner,3.9
1657,Figma Design for Beginners,Design,[],15,Coursera,Beginner,4.1
1658,MongoDB Database in Practice,Database,[1322],18,freeCodeCamp,Intermediate,3.8
1659,Android Mobile Dev Professional,Mobile Dev,"[1226,1197]",18,Amazon AWS,Intermediate,4.3
1660,Wireless Networking Networking in Practice,Networking,"[1126,1127,1043]",44,Google Cloud,Advanced,4.3
1661,C++ and Programming Essentials,Programming,[],14,Udemy,Beginner,3.6
1662,Big Data Data Science Advanced,Data Science,[],8,Khan Academy,Beginner,4.6
1663,NLP AI for Beginners,AI,"[1207,1026]",30,Oracle,Intermediate,3.8
1664,HTML/CSS Web Dev Deep Dive,Web Dev,[1171],25,Cisco,Intermediate,3.5
1665,AWS Cloud for Beginners,Cloud,"[1597,1303,1457]",42,Harvard,Advanced,3.9
1666,DevOps DevOps for Beginners,DevOps,[],10,Oracle,Beginner,3.6
1667,Calculus Mathematics Zero to Hero,Mathematics,[],6,Stanford,Beginner,4.2
1668,Computer Networks Computer Sci Crash Course,Computer Sci,"[1517,1632]",27,IBM,Intermediate,3.7
1669,Incident Response Cybersecurity Specialization,Cybersecurity,"[1097,1062]",29,Princeton,Intermediate,4.9
1670,MBA Essentials Business Deep Dive,Business,"[1523,1423]",27,deeplearning.ai,Advanced,4.8
1671,Business English Communication Specialization,Communication,[],7,CNCF,Beginner,3.5
1672,Figma Design Specialization,Design,[],13,Coursera,Beginner,4.8
1673,NoSQL Database Advanced,Database,[1267],27,deeplearning.ai,Intermediate,4.1
1674,React Native Mobile Dev Specialization,Mobile Dev,[1512],21,freeCodeCamp,Intermediate,4.3
1675,OSI Model Networking Advanced,Networking,"[1099,1024,1622]",47,CNCF,Advanced,4.1
1676,Intro to Programming Essentials,Programming,[],13,Harvard,Beginner,4.9
1677,Statistical Data Science Deep Dive,Data Science,[],15,Linux Foundation,Beginner,3.9
1678,Generative AI AI Essentials,AI,[1462],27,Red Hat,Intermediate,3.6
1679,Full-Stack Web Dev Complete Guide,Web Dev,[1026],20,Red Hat,Intermediate,4.6
1680,Azure Cloud Fundamentals,Cloud,"[1536,1251,1289]",34,MIT OpenCourse,Advanced,4.7
1681,DevOps DevOps Bootcamp,DevOps,[],11,MIT OpenCourse,Beginner,3.9
1682,Calculus Mathematics Crash Course,Mathematics,[],8,deeplearning.ai,Beginner,4.2
1683,OS Concepts Computer Sci with Projects,Computer Sci,[1636],19,Coursera,Intermediate,4.3
1684,Ethical Hacking Cybersecurity Professional,Cybersecurity,"[1272,1266]",24,Linux Foundation,Intermediate,4
1685,MBA Essentials Business Specialization,Business,"[1491,1671]",46,Cisco,Advanced,4.3
1686,Business English Communication Fundamentals,Communication,[],11,Khan Academy,Beginner,4.6
1687,Design Thinking Design with Projects,Design,[],12,IIT Delhi,Beginner,3.9
1688,Redis Database Fundamentals,Database,[1056],27,Docker Inc,Intermediate,4.7
1689,Kotlin Mobile Dev Advanced,Mobile Dev,"[1156,1012]",27,Google Cloud,Intermediate,4.3
1690,TCP/IP Networking Complete Guide,Networking,"[1571,1633]",42,Khan Academy,Advanced,4.3
1691,Python for Programming Advanced,Programming,[],13,Cisco,Beginner,4.9
1692,Applied Data Science Bootcamp,Data Science,[],11,Linux Foundation,Beginner,4.5
1693,Reinforcement AI Masterclass,AI,"[1146,1616]",29,Cisco,Intermediate,3.7
1694,Angular Web Dev Zero to Hero,Web Dev,[1252],27,Udemy,Intermediate,4.5
1695,Azure Cloud Certification Prep,Cloud,"[1528,1272,1409]",49,Khan Academy,Advanced,4.9
1696,DevOps DevOps Deep Dive,DevOps,[],8,NPTEL,Beginner,3.7
1697,Linear Algebra Mathematics Complete Guide,Mathematics,[],14,Red Hat,Beginner,4.1
1698,Compilers Computer Sci Specialization,Computer Sci,[1696],23,Linux Foundation,Intermediate,4.9
1699,Penetration Cybersecurity Specialization,Cybersecurity,[1566],27,Google Cloud,Intermediate,3.9
1700,Agile Business for Beginners,Business,"[1463,1331,1474]",28,Yale,Advanced,3.8
1701,Academic Writing Communication Crash Course,Communication,[],11,Oracle,Beginner,4.2
1702,Graphic Design Design Complete Guide,Design,[],13,Red Hat,Beginner,4.5
1703,Redis Database Complete Guide,Database,"[1241,1007]",28,IIT Delhi,Intermediate,3.8
1704,Kotlin Mobile Dev Complete Guide,Mobile Dev,"[1206,1186]",30,Microsoft,Intermediate,4.6
1705,Network+ Networking Certification Prep,Networking,"[1039,1288]",39,NPTEL,Advanced,4.9
1706,Java Programming in Practice,Programming,[],6,MIT OpenCourse,Beginner,4.5
1707,Analytics Data Science Crash Course,Data Science,[],6,Stanford,Beginner,3.8
1708,Reinforcement AI Fundamentals,AI,"[1361,1557]",21,Google Cloud,Intermediate,3.6
1709,React Web Dev Specialization,Web Dev,[1331],24,IIT Delhi,Intermediate,3.6
1710,Hybrid Cloud Cloud Fundamentals,Cloud,"[1219,1238]",25,Meta,Advanced,4.7
1711,CI/CD DevOps Certification Prep,DevOps,[],10,IBM,Beginner,4.8
1712,Probability Mathematics Masterclass,Mathematics,[],8,IIT Delhi,Beginner,4.2
1713,OS Concepts Computer Sci Complete Guide,Computer Sci,"[1567,1602]",17,freeCodeCamp,Intermediate,3.9
1714,Penetration Cybersecurity Fundamentals,Cybersecurity,[1172],18,Cisco,Intermediate,4.5
1715,Project Management Business Zero to Hero,Business,"[1512,1627,1384]",26,Khan Academy,Advanced,4.9
1716,Presentation Communication Bootcamp,Communication,[],13,freeCodeCamp,Beginner,4.3
1717,Figma Design Essentials,Design,[],12,IIT Delhi,Beginner,4.9
1718,MongoDB Database Complete Guide,Database,[1277],17,Docker Inc,Intermediate,4.1
1719,iOS Mobile Dev Advanced,Mobile Dev,[1076],17,Linux Foundation,Intermediate,3.8
1720,Wireless Networking Networking Professional,Networking,"[1122,1456]",44,IIT Delhi,Advanced,3.8
1721,Mastering Programming Professional,Programming,[],10,Coursera,Beginner,3.8
1722,Statistical Data Science with Projects,Data Science,[],6,Khan Academy,Beginner,3.8
1723,Neural Networks AI for Beginners,AI,"[1652,1297]",22,Red Hat,Intermediate,3.9
1724,Full-Stack Web Dev Bootcamp,Web Dev,[1657],28,Red Hat,Intermediate,4.5
1725,Serverless Cloud Complete Guide,Cloud,"[1181,1217]",30,Amazon AWS,Advanced,4.5
1726,Linux DevOps Deep Dive,DevOps,[],13,Khan Academy,Beginner,4.7
1727,Optimization Mathematics Bootcamp,Mathematics,[],15,Infosys Springboard,Beginner,3.6
1728,Algorithms Computer Sci Essentials,Computer Sci,"[1336,1667]",22,Yale,Intermediate,5
1729,Incident Response Cybersecurity Certification Prep,Cybersecurity,[1352],26,Google Cloud,Intermediate,4.9
1730,Lean Business Masterclass,Business,"[1428,1413]",39,Stanford,Advanced,3.5
1731,Presentation Communication with Projects,Communication,[],10,Atlassian,Beginner,4.5
1732,Interaction Design Fundamentals,Design,[],11,Harvard,Beginner,3.6
1733,Cassandra Database Zero to Hero,Database,"[1437,1276]",29,Udemy,Intermediate,3.8
1734,Kotlin Mobile Dev Crash Course,Mobile Dev,"[1287,1091]",23,Udemy,Intermediate,4.5
1735,Network Admin Networking Masterclass,Networking,"[1357,1689,1683]",44,Infosys Springboard,Advanced,4.6
1736,C++ and Programming Specialization,Programming,[],9,Coursera,Beginner,4.1
1737,Data Data Science Advanced,Data Science,[],9,Linux Foundation,Beginner,4.5
1738,Deep Learning AI Professional,AI,"[1576,1157]",16,Microsoft,Intermediate,4.1
1739,React Web Dev Crash Course,Web Dev,"[1121,1481]",20,Udemy,Intermediate,3.8
1740,AWS Cloud Bootcamp,Cloud,"[1192,1071]",42,CNCF,Advanced,4.2
1741,CI/CD DevOps in Practice,DevOps,[],11,Amazon AWS,Beginner,3.9
1742,Optimization Mathematics Crash Course,Mathematics,[],6,IBM,Beginner,4.8
1743,Algorithms Computer Sci Zero to Hero,Computer Sci,"[1281,1331]",18,IBM,Intermediate,3.7
1744,Network Security Cybersecurity Bootcamp,Cybersecurity,"[1596,1146]",22,Google Cloud,Intermediate,4.5
1745,MBA Essentials Business Fundamentals,Business,"[1462,1094]",31,Linux Foundation,Advanced,4.6
1746,Storytelling Communication in Practice,Communication,[],9,IIT Delhi,Beginner,3.8
1747,Product Design Design Complete Guide,Design,[],11,Microsoft,Beginner,4
1748,Cassandra Database Advanced,Database,[1481],19,Harvard,Intermediate,3.9
1749,Kotlin Mobile Dev Masterclass,Mobile Dev,"[1721,1156]",21,Udemy,Intermediate,4.7
1750,OSI Model Networking with Projects,Networking,"[1304,1109]",48,IIT Delhi,Advanced,4.8
1751,Core Programming Professional,Programming,[],14,Stanford,Beginner,4.3
1752,Applied Data Science in Practice,Data Science,[],6,freeCodeCamp,Beginner,4.2
1753,Generative AI AI Zero to Hero,AI,[1316],26,deeplearning.ai,Intermediate,3.7
1754,React Web Dev for Beginners,Web Dev,"[1167,1427]",19,Stanford,Intermediate,3.7
1755,Azure Cloud Fundamentals,Cloud,"[1093,1041,1126]",42,NPTEL,Advanced,3.6
1756,Kubernetes DevOps Deep Dive,DevOps,[],6,Atlassian,Beginner,4.1
1757,Number Theory Mathematics Professional,Mathematics,[],13,deeplearning.ai,Beginner,3.6
1758,Compilers Computer Sci for Beginners,Computer Sci,"[1707,1207]",26,Harvard,Intermediate,4.8
1759,Security+ Cybersecurity Bootcamp,Cybersecurity,"[1306,1381]",21,deeplearning.ai,Intermediate,4.2
1760,MBA Essentials Business in Practice,Business,"[1596,1627,1436]",26,MIT OpenCourse,Advanced,4.2
1761,Public Speaking Communication Fundamentals,Communication,[],11,freeCodeCamp,Beginner,4.6
1762,Interaction Design in Practice,Design,[],8,Microsoft,Beginner,4.2
1763,SQL Database Certification Prep,Database,"[1012,1337]",25,NPTEL,Intermediate,5
1764,Swift Mobile Dev Deep Dive,Mobile Dev,[1547],24,Cisco,Intermediate,4.9
1765,SDN Networking with Projects,Networking,"[1708,1384]",30,Oracle,Advanced,4.6
1766,C++ and Programming in Practice,Programming,[],5,IIT Delhi,Beginner,3.6
1767,Data Data Science Masterclass,Data Science,[],13,Khan Academy,Beginner,4.2
1768,Machine Learning AI Professional,AI,"[1636,1266]",21,Atlassian,Intermediate,4.1
1769,HTML/CSS Web Dev Essentials,Web Dev,[1017],25,Khan Academy,Intermediate,4.9
1770,Cloud Cloud Fundamentals,Cloud,"[1582,1308]",34,Docker Inc,Advanced,4.7
1771,Docker DevOps Certification Prep,DevOps,[],7,Udemy,Beginner,3.9
1772,Calculus Mathematics Advanced,Mathematics,[],6,Red Hat,Beginner,4
1773,Data Structures Computer Sci with Projects,Computer Sci,"[1141,1186]",29,deeplearning.ai,Intermediate,5
1774,Security+ Cybersecurity Specialization,Cybersecurity,"[1012,1232]",25,Amazon AWS,Intermediate,4.5
1775,MBA Essentials Business Crash Course,Business,"[1368,1707,1171]",30,IIT Delhi,Advanced,3.8
1776,Technical Writing Communication Bootcamp,Communication,[],9,IBM,Beginner,4.5
1777,UI/UX Design Fundamentals,Design,[],6,IBM,Beginner,4.5
1778,Redis Database Advanced,Database,[1361],23,MIT OpenCourse,Intermediate,4.9
1779,Cross-Platform Mobile Dev Advanced,Mobile Dev,"[1486,1772]",28,Oracle,Intermediate,4.6
1780,Network Admin Networking Complete Guide,Networking,"[1078,1272]",39,Coursera,Advanced,3.6
1781,Mastering Programming Zero to Hero,Programming,[],11,Stanford,Beginner,4.5
1782,Practical Data Science for Beginners,Data Science,[],6,Microsoft,Beginner,3.6
1783,Deep Learning AI Specialization,AI,"[1002,1447]",20,IBM,Intermediate,4.1
1784,Angular Web Dev Fundamentals,Web Dev,"[1317,1487]",22,Google Cloud,Intermediate,4.6
1785,AWS Cloud Bootcamp,Cloud,"[1643,1377]",50,Stanford,Advanced,3.8
1786,Infrastructure DevOps with Projects,DevOps,[],5,Docker Inc,Beginner,4.3
1787,Statistics Mathematics Bootcamp,Mathematics,[],9,IBM,Beginner,5
1788,System Design Computer Sci in Practice,Computer Sci,"[1746,1751]",20,Microsoft,Intermediate,4.5
1789,Network Security Cybersecurity in Practice,Cybersecurity,[1107],26,Meta,Intermediate,3.5
1790,Project Management Business Professional,Business,"[1483,1512]",25,Harvard,Advanced,4.7
1791,Technical Writing Communication in Practice,Communication,[],5,Oracle,Beginner,3.8
1792,Prototyping Design Crash Course,Design,[],10,Princeton,Beginner,4.1
1793,PostgreSQL Database Masterclass,Database,[1366],15,NPTEL,Intermediate,4.2
1794,iOS Mobile Dev for Beginners,Mobile Dev,[1556],16,Khan Academy,Intermediate,4.6
1795,Cisco CCNA Networking Fundamentals,Networking,"[1719,1151,1647]",38,Google Cloud,Advanced,3.6
1796,Intro to Programming Complete Guide,Programming,[],12,Red Hat,Beginner,4.4
1797,Exploratory Data Science Bootcamp,Data Science,[],15,Coursera,Beginner,4.4
1798,AI for AI for Beginners,AI,[1331],29,Docker Inc,Intermediate,4
1799,Full-Stack Web Dev Masterclass,Web Dev,"[1266,1501]",23,Coursera,Intermediate,3.6
1800,Cloud-Native Cloud Bootcamp,Cloud,"[1334,1523,1732]",50,deeplearning.ai,Advanced,3.6
1801,DevOps DevOps Zero to Hero,DevOps,[],7,Yale,Beginner,4
1802,Discrete Math Mathematics Bootcamp,Mathematics,[],6,Meta,Beginner,3.8
1803,Data Structures Computer Sci in Practice,Computer Sci,"[1031,1041]",27,Amazon AWS,Intermediate,4
1804,SOC Cybersecurity Crash Course,Cybersecurity,"[1736,1727]",30,Yale,Intermediate,3.7
1805,Lean Business Complete Guide,Business,"[1611,1052,1493]",48,Harvard,Advanced,3.8
1806,Academic Writing Communication Crash Course,Communication,[],8,Harvard,Beginner,4.4
1807,Design Thinking Design Masterclass,Design,[],9,Atlassian,Beginner,4.5
1808,Database Design Database Essentials,Database,"[1667,1067]",18,Amazon AWS,Intermediate,4.7
1809,Flutter Mobile Dev Essentials,Mobile Dev,"[1221,1392]",20,Oracle,Intermediate,3.8
1810,Network Admin Networking Complete Guide,Networking,"[1466,1424]",48,Oracle,Advanced,3.9
1811,Python for Programming Certification Prep,Programming,[],9,NPTEL,Beginner,3.9
1812,Applied Data Science in Practice,Data Science,[],8,Microsoft,Beginner,3.8
1813,NLP AI with Projects,AI,[1521],17,Microsoft,Intermediate,4.8
1814,Node.js Web Dev Fundamentals,Web Dev,"[1461,1427]",22,IIT Delhi,Intermediate,4.2
1815,Serverless Cloud Bootcamp,Cloud,"[1498,1624]",49,Atlassian,Advanced,5
1816,Infrastructure DevOps Complete Guide,DevOps,[],11,Khan Academy,Beginner,4.9
1817,Statistics Mathematics Crash Course,Mathematics,[],7,CNCF,Beginner,3.8
1818,Theory of Computer Sci Advanced,Computer Sci,[1342],26,NPTEL,Intermediate,4.5
1819,Security+ Cybersecurity Deep Dive,Cybersecurity,"[1351,1527]",23,Khan Academy,Intermediate,3.9
1820,Business Analytics Business Complete Guide,Business,"[1117,1008,1648]",31,CNCF,Advanced,4.9
1821,English for Communication Certification Prep,Communication,[],11,Atlassian,Beginner,4.4
1822,Product Design Design in Practice,Design,[],12,Yale,Beginner,3.8
1823,Database Design Database Essentials,Database,"[1257,1611]",17,freeCodeCamp,Intermediate,4.4
1824,React Native Mobile Dev Crash Course,Mobile Dev,"[1197,1372]",29,Linux Foundation,Intermediate,3.6
1825,SDN Networking Complete Guide,Networking,"[1351,1813,1761]",38,MIT OpenCourse,Advanced,4
1826,Core Programming Professional,Programming,[],12,IIT Delhi,Beginner,4.6
1827,Practical Data Science for Beginners,Data Science,[],5,NPTEL,Beginner,4.4
1828,AI for AI Crash Course,AI,[1282],15,Harvard,Intermediate,4.3
1829,Next.js Web Dev Bootcamp,Web Dev,"[1356,1742]",28,Infosys Springboard,Intermediate,3.7
1830,Serverless Cloud Bootcamp,Cloud,"[1233,1356,1251]",49,Udemy,Advanced,4
1831,Kubernetes DevOps Masterclass,DevOps,[],15,Oracle,Beginner,4.3
1832,Optimization Mathematics with Projects,Mathematics,[],13,Princeton,Beginner,4.7
1833,Algorithms Computer Sci Masterclass,Computer Sci,"[1117,1276]",29,MIT OpenCourse,Intermediate,4.7
1834,SOC Cybersecurity Crash Course,Cybersecurity,[1026],20,Coursera,Intermediate,3.5
1835,Business Analytics Business Crash Course,Business,"[1638,1376,1209]",45,IBM,Advanced,4.2
1836,Presentation Communication with Projects,Communication,[],7,Amazon AWS,Beginner,3.8
1837,Figma Design for Beginners,Design,[],15,Yale,Beginner,4.7
1838,Cassandra Database Deep Dive,Database,"[1322,1072]",28,Stanford,Intermediate,3.8
1839,Cross-Platform Mobile Dev for Beginners,Mobile Dev,"[1207,1691]",26,Coursera,Intermediate,3.8
1840,Wireless Networking Networking Fundamentals,Networking,"[1557,1008]",40,IIT Delhi,Advanced,3.5
1841,Core Programming Professional,Programming,[],5,Stanford,Beginner,4.7
1842,Analytics Data Science Advanced,Data Science,[],14,CNCF,Beginner,4.6
1843,NLP AI Masterclass,AI,[1837],29,Linux Foundation,Intermediate,5
1844,Next.js Web Dev Crash Course,Web Dev,"[1832,1696]",23,Linux Foundation,Intermediate,4.2
1845,Azure Cloud Zero to Hero,Cloud,"[1106,1751]",39,Infosys Springboard,Advanced,4.1
1846,Docker DevOps for Beginners,DevOps,[],6,Princeton,Beginner,4.9
1847,Calculus Mathematics Bootcamp,Mathematics,[],13,freeCodeCamp,Beginner,3.8
1848,Data Structures Computer Sci for Beginners,Computer Sci,[1721],22,Harvard,Intermediate,5
1849,Network Security Cybersecurity Deep Dive,Cybersecurity,"[1577,1827]",17,Infosys Springboard,Intermediate,4.7
1850,Business Analytics Business Zero to Hero,Business,"[1567,1064,1356]",28,freeCodeCamp,Advanced,4.4
1851,Storytelling Communication with Projects,Communication,[],8,Meta,Beginner,4.2
1852,UI/UX Design Complete Guide,Design,[],9,IBM,Beginner,3.5
1853,Database Design Database Fundamentals,Database,"[1737,1441]",23,freeCodeCamp,Intermediate,4.6
1854,Flutter Mobile Dev Essentials,Mobile Dev,[1847],23,Oracle,Intermediate,4.7
1855,Cisco CCNA Networking Advanced,Networking,"[1436,1258]",35,Meta,Advanced,4.1
1856,Intro to Programming in Practice,Programming,[],11,Meta,Beginner,3.9
1857,Big Data Data Science Specialization,Data Science,[],11,freeCodeCamp,Beginner,4.5
1858,Neural Networks AI Deep Dive,AI,[1737],25,Microsoft,Intermediate,4.8
1859,HTML/CSS Web Dev Advanced,Web Dev,"[1492,1287]",30,Meta,Intermediate,4.7
1860,Hybrid Cloud Cloud Complete Guide,Cloud,"[1563,1341,1523]",34,CNCF,Advanced,4.1
1861,Linux DevOps Deep Dive,DevOps,[],9,Meta,Beginner,3.9
1862,Linear Algebra Mathematics Complete Guide,Mathematics,[],5,Stanford,Beginner,3.9
1863,Computer Networks Computer Sci Masterclass,Computer Sci,[1261],20,Harvard,Intermediate,4.4
1864,Incident Response Cybersecurity Zero to Hero,Cybersecurity,"[1627,1416]",28,Udemy,Intermediate,5
1865,Business Analytics Business Fundamentals,Business,"[1149,1498,1648]",47,Red Hat,Advanced,3.8
1866,Public Speaking Communication for Beginners,Communication,[],13,MIT OpenCourse,Beginner,3.7
1867,Product Design Design Advanced,Design,[],10,IBM,Beginner,4.4
1868,PostgreSQL Database Professional,Database,"[1836,1792]",27,Atlassian,Intermediate,4.8
1869,iOS Mobile Dev in Practice,Mobile Dev,"[1122,1092]",26,Meta,Intermediate,3.6
1870,Cisco CCNA Networking with Projects,Networking,"[1644,1707]",40,Khan Academy,Advanced,4.2
1871,Python for Programming for Beginners,Programming,[],5,CNCF,Beginner,3.8
1872,Statistical Data Science in Practice,Data Science,[],10,IBM,Beginner,3.5
1873,AI for AI Essentials,AI,"[1761,1256]",15,Atlassian,Intermediate,4.8
1874,React Web Dev Masterclass,Web Dev,[1392],19,Atlassian,Intermediate,4.5
1875,Cloud Cloud Certification Prep,Cloud,"[1148,1459,1009]",38,Infosys Springboard,Advanced,3.9
1876,Infrastructure DevOps Certification Prep,DevOps,[],7,NPTEL,Beginner,3.9
1877,Statistics Mathematics Essentials,Mathematics,[],5,Red Hat,Beginner,4.7
1878,OS Concepts Computer Sci Complete Guide,Computer Sci,[1566],18,freeCodeCamp,Intermediate,4.8
1879,Security+ Cybersecurity Specialization,Cybersecurity,[1281],24,Infosys Springboard,Intermediate,4.3
1880,Agile Business Complete Guide,Business,"[1084,1752,1456]",40,CNCF,Advanced,4
1881,English for Communication Advanced,Communication,[],10,Linux Foundation,Beginner,5
1882,UI/UX Design Zero to Hero,Design,[],9,Linux Foundation,Beginner,4.1
1883,SQL Database Deep Dive,Database,[1421],15,Linux Foundation,Intermediate,3.7
1884,Flutter Mobile Dev Essentials,Mobile Dev,"[1126,1521]",24,Google Cloud,Intermediate,3.8
1885,OSI Model Networking Professional,Networking,"[1256,1404]",40,Google Cloud,Advanced,4.1
1886,Mastering Programming Certification Prep,Programming,[],10,NPTEL,Beginner,3.9
1887,Applied Data Science with Projects,Data Science,[],14,Infosys Springboard,Beginner,4.1
1888,Neural Networks AI with Projects,AI,[1041],22,CNCF,Intermediate,4.1
1889,React Web Dev Deep Dive,Web Dev,"[1866,1561]",30,Cisco,Intermediate,3.7
1890,Cloud Cloud for Beginners,Cloud,"[1186,1172,1292]",44,Oracle,Advanced,4.7
1891,DevOps DevOps Crash Course,DevOps,[],9,Docker Inc,Beginner,4.6
1892,Calculus Mathematics Specialization,Mathematics,[],8,Stanford,Beginner,3.6
1893,Data Structures Computer Sci Advanced,Computer Sci,[1847],30,Yale,Intermediate,4.5
1894,Cryptography Cybersecurity Deep Dive,Cybersecurity,[1521],18,Google Cloud,Intermediate,3.6
1895,Project Management Business Zero to Hero,Business,"[1074,1671,1512]",29,Harvard,Advanced,4.6
1896,Business English Communication in Practice,Communication,[],8,deeplearning.ai,Beginner,5
1897,Figma Design Fundamentals,Design,[],13,Oracle,Beginner,4.2
1898,SQL Database for Beginners,Database,[1277],18,Oracle,Intermediate,4.6
1899,Cross-Platform Mobile Dev Zero to Hero,Mobile Dev,[1131],19,Meta,Intermediate,4.2
1900,OSI Model Networking in Practice,Networking,"[1457,1714,1649]",35,IIT Delhi,Advanced,4.4
1901,Core Programming Complete Guide,Programming,[],12,Oracle,Beginner,4.5
1902,Practical Data Science with Projects,Data Science,[],15,IBM,Beginner,4.6
1903,AI for AI Zero to Hero,AI,[1147],19,Linux Foundation,Intermediate,3.9
1904,Vue.js Web Dev Certification Prep,Web Dev,[1357],18,Princeton,Intermediate,4.1
1905,Serverless Cloud Bootcamp,Cloud,"[1741,1791,1624]",41,MIT OpenCourse,Advanced,4.3
1906,Site Reliability DevOps Crash Course,DevOps,[],13,Stanford,Beginner,3.7
1907,Linear Algebra Mathematics Fundamentals,Mathematics,[],15,Red Hat,Beginner,4.5
1908,System Design Computer Sci Specialization,Computer Sci,"[1286,1306]",18,CNCF,Intermediate,4.3
1909,Network Security Cybersecurity Crash Course,Cybersecurity,[1292],24,Atlassian,Intermediate,3.7
1910,Agile Business Masterclass,Business,"[1263,1618]",26,Yale,Advanced,4.1
1911,Technical Writing Communication with Projects,Communication,[],12,Google Cloud,Beginner,4.9
1912,Design Thinking Design Certification Prep,Design,[],8,Linux Foundation,Beginner,5
1913,Database Design Database for Beginners,Database,"[1431,1362]",24,Khan Academy,Intermediate,3.6
1914,Kotlin Mobile Dev Professional,Mobile Dev,[1052],28,Atlassian,Intermediate,4.6
1915,OSI Model Networking Crash Course,Networking,"[1232,1866,1171]",38,Harvard,Advanced,3.7
1916,C++ and Programming Essentials,Programming,[],11,NPTEL,Beginner,4.1
1917,Data Data Science Certification Prep,Data Science,[],14,Docker Inc,Beginner,4.2
1918,Neural Networks AI Certification Prep,AI,[1252],22,IBM,Intermediate,3.7
1919,React Web Dev Advanced,Web Dev,[1911],18,Linux Foundation,Intermediate,3.9
1920,AWS Cloud Advanced,Cloud,"[1814,1488,1653]",46,Amazon AWS,Advanced,4.9
